company_id,company_name,industry,date,a_ticker,h_ticker,a_close,h_close,fx_cnh_per_hkd,a_premium_pct,premium_change_pp,change_z,premium_percentile,comparability_score,comparability_label,analysis_status,comparability_reasons,a_contribution_pp,h_contribution_pp,fx_contribution_pp,data_source,industry_common_change_pp,company_residual_pp,driver_market,severity_score,anomaly_level
AH_002594_01211,比亚迪,汽车与装备,2026-08-05,002594.SZ,01211.HK,23.661433066525703,13.811912628498275,0.9129743814323732,87.64138539258464,13.038848180723335,5.106493998333106,1.0,100,高,可分析,未发现明显机械价格问题,-1.5008821053181645,14.451443073652333,0.08828721238916633,demo_full_universe,0.5243703677028932,12.514477813020441,H股,100.0,高
AH_600030_06030,中信证券,证券与金融,2026-08-05,600030.SS,06030.HK,12.414307979822713,7.548548028105405,0.9129743814323732,80.13599451070827,10.386641178575928,4.44762462877083,1.0,100,高,可分析,未发现明显机械价格问题,3.1447637589524717,7.156621993153607,0.08525542646984974,demo_full_universe,0.34817525856095166,10.038465920014977,H股,95.6,高
AH_601318_02318,中国平安,保险,2026-08-05,601318.SS,02318.HK,23.89155344285164,15.12715764612022,0.9129743814323732,72.99297392871529,7.285328335972068,3.411605511306952,0.9444444444444444,100,高,可分析,未发现明显机械价格问题,6.510799333525296,0.6919908009433277,0.082538201503444,demo_full_universe,0.3668258534298232,6.9185024825422445,A股,81.7,高
AH_600876_01108,凯盛新能,综合,2026-08-05,600876.SS,01108.HK,31.40309199976573,15.383117317717788,0.9129743814323732,123.59879986482625,-3.0551881573855724,-1.5247232611440313,0.9285714285714286,100,高,可分析,未发现明显机械价格问题,-4.3764392956573035,1.211523164563469,0.10972797370826252,demo_full_universe,-0.005874849677844907,-3.0493133077077275,A股,53.9,中
AH_300866_00668,安克创新,综合,2026-08-05,300866.SZ,00668.HK,24.85984103242268,18.358031189384644,0.9129743814323732,48.32475944561683,2.1728191646735553,1.3674590619521254,1.0,100,高,可分析,未发现明显机械价格问题,0.21722002825132827,1.8838359938560483,0.07176314256617881,demo_full_universe,-0.005874849677844907,2.1786940143514,H股,52.7,中
AH_603093_02691,南华期货,证券与金融,2026-08-05,603093.SS,02691.HK,34.58799140266124,21.605103451452788,0.9129743814323732,75.35186973211559,-2.1974406235271147,-1.4246193222136427,0.9365079365079365,100,高,可分析,未发现明显机械价格问题,-0.8903272358457907,-1.3931143962929606,0.08600100861163658,demo_full_universe,0.34817525856095166,-2.5456158820880663,H股,51.8,中
AH_601107_00107,四川成渝,综合,2026-08-05,601107.SS,00107.HK,38.57966326549055,18.40099571532103,0.9129743814323732,129.64580545253423,2.754496619231574,1.0188982522214742,0.9682539682539683,100,高,可分析,未发现明显机械价格问题,-0.3403339815455553,2.9835730436668513,0.11125755711027807,demo_full_universe,-0.005874849677844907,2.760371468909419,H股,50.5,中
AH_600808_00323,马钢股份,综合,2026-08-05,600808.SS,00323.HK,11.951524293748443,6.359717558724803,0.9129743814323732,105.83862816487554,2.879369736758534,1.2159794875531473,0.9126984126984127,100,高,可分析,未发现明显机械价格问题,-0.4893239958101982,3.2690698813858297,0.09962385118290247,demo_full_universe,-0.005874849677844907,2.8852445864363787,H股,50.3,中
AH_601995_03908,中金公司,证券与金融,2026-08-05,601995.SS,03908.HK,73.82175035729053,50.3766037216902,0.9129743814323732,60.50806613231079,2.4919838798586014,1.2870508765147308,0.9285714285714286,100,高,可分析,未发现明显机械价格问题,1.4187653335605102,0.9955955928957453,0.07762295340234597,demo_full_universe,0.34817525856095166,2.1438086212976497,A股,49.1,中
AH_600688_00338,上海石化,能源电力,2026-08-05,600688.SS,00338.HK,52.72990165906414,33.00806805691262,0.9129743814323732,74.97591133402703,-1.4063638641705722,-1.153754450689948,0.996031746031746,100,高,可分析,未发现明显机械价格问题,-1.2219230089386623,-0.27006621024469507,0.08562535501278508,demo_full_universe,0.104199264083352,-1.5105631282539242,A股,48.8,中
AH_688981_00981,中芯国际,科技电子,2026-08-05,688981.SS,00981.HK,73.79458113137224,44.46043733635021,0.9129743814323732,81.79927647136871,2.5166324166286955,1.212654453696448,0.9285714285714286,100,高,可分析,未发现明显机械价格问题,1.2654415229649179,1.163196623034563,0.08799427062921457,demo_full_universe,0.3104103425384608,2.2062220740902347,A股,48.7,中
AH_601298_06198,青岛港,交通运输,2026-08-05,601298.SS,06198.HK,13.641937541378605,8.892083280768338,0.9129743814323732,68.04049188475408,-1.6056868998900455,-1.2340734603800307,0.9325396825396826,100,高,可分析,未发现明显机械价格问题,0.3597677106715456,-2.047748758049041,0.08229414748745019,demo_full_universe,0.011917869902092093,-1.6176047697921376,H股,47.2,中
AH_002714_02714,牧原股份,消费,2026-08-05,002714.SZ,02714.HK,73.76488960741125,30.19764444809441,0.9129743814323732,167.55805997734953,-2.293130999449005,-1.0891190118367489,0.9126984126984127,100,高,可分析,未发现明显机械价格问题,1.7026070272332419,-4.126706055695678,0.13096802901343096,demo_full_universe,-0.11753509257742678,-2.1755959068715782,H股,47.0,中
AH_601238_02238,广汽集团,综合,2026-08-05,601238.SS,02238.HK,68.02864961808908,47.38879441969146,0.9129743814323732,57.23803171929591,-1.1043457390734304,-1.0429133781626625,0.9722222222222222,100,高,可分析,未发现明显机械价格问题,-2.094178079220472,0.9129248529720234,0.07690748717501823,demo_full_universe,-0.005874849677844907,-1.0984708893955855,A股,45.7,中
AH_000039_02039,中集集团,综合,2026-08-05,000039.SZ,02039.HK,15.137219966625914,9.062544168976965,0.9129743814323732,82.95209817000703,-1.9548575428927961,-1.0231378672334612,0.9047619047619048,100,高,可分析,未发现明显机械价格问题,0.3010839150777566,-2.3455885448420566,0.08964708687150373,demo_full_universe,-0.005874849677844907,-1.9489826932149512,H股,45.5,中
AH_600196_02196,复星医药,医药医疗,2026-08-05,600196.SS,02196.HK,70.73108671932367,39.70259181850605,0.9129743814323732,95.13397016120963,-1.6723654802603392,-0.9496957797346871,0.9126984126984127,100,高,可分析,未发现明显机械价格问题,-0.7350477767820962,-1.0328327092797736,0.0955150058015306,demo_full_universe,0.23563111295013428,-1.9079965932104734,H股,45.1,中
AH_601398_01398,工商银行,银行,2026-08-05,601398.SS,01398.HK,50.90152985780954,26.521672018538027,0.9129743814323732,110.21869907964002,-1.4112375797966337,-0.9852984333444565,0.9841269841269841,100,高,可分析,未发现明显机械价格问题,-3.1835923393123124,1.669548795745726,0.10280596376995277,demo_full_universe,-0.504429496890964,-0.9068080829056697,A股,45.1,中
AH_600011_00902,华能国际,能源电力,2026-08-05,600011.SS,00902.HK,5.894157693949378,4.702040171433415,0.9129743814323732,37.30198772806499,-1.6348728005348931,-1.1504776942940038,0.876984126984127,100,高,可分析,未发现明显机械价格问题,-1.5066485850359435,-0.19554310166567745,0.06731888616672776,demo_full_universe,0.104199264083352,-1.7390720646182452,A股,44.7,低
AH_601375_01375,中原证券,证券与金融,2026-08-05,601375.SS,01375.HK,43.07591271672782,24.117586279065712,0.9129743814323732,95.63297363044694,1.9914140602580517,0.7551257652140345,0.9603174603174603,100,高,可分析,未发现明显机械价格问题,1.7265665802526893,0.16998214407432735,0.09486533593103512,demo_full_universe,0.34817525856095166,1.6432388016971,A股,44.6,低
AH_688505_01349,复旦张江,医药医疗,2026-08-05,688505.SS,01349.HK,82.39198644303187,62.11210174437666,0.9129743814323732,45.294828745416304,-1.3648289026551481,-0.9520010444579325,0.9166666666666666,100,高,可分析,未发现明显机械价格问题,-1.9923607059307489,0.5563822673214579,0.07114953595414282,demo_full_universe,0.23563111295013428,-1.6004600156052824,A股,44.3,低
AH_601678_06745,滨化股份,综合,2026-08-05,601678.SS,06745.HK,44.61639826324843,31.47932983777288,0.9129743814323732,55.24243243351164,1.4164637628342263,0.7492872897673687,0.9603174603174603,100,高,可分析,未发现明显机械价格问题,-0.06682785244361256,1.4079721784464212,0.07531943683141762,demo_full_universe,-0.005874849677844907,1.4223386125120712,H股,43.9,低
AH_688187_03898,时代电气,汽车与装备,2026-08-05,688187.SS,03898.HK,58.74674703474745,39.59575869206191,0.9129743814323732,62.508680307118695,-0.8839723610386301,-0.7424806836416393,0.9642857142857143,100,高,可分析,未发现明显机械价格问题,-1.4439945712024713,0.4806001818338525,0.07942202832998883,demo_full_universe,0.5243703677028932,-1.4083427287415233,A股,43.9,低
AH_002672_00895,东江环保,房地产与公用,2026-08-05,002672.SZ,00895.HK,59.71944245345435,31.974353530291477,0.9129743814323732,104.57632881160946,1.8073401507820108,0.553476863839213,0.996031746031746,100,高,可分析,未发现明显机械价格问题,1.455637148786136,0.2524338581818573,0.09926914381401748,demo_full_universe,0.44458534191284116,1.3627548088691697,A股,43.5,低
AH_601880_02880,辽港股份,交通运输,2026-08-05,601880.SS,02880.HK,29.75358288744859,27.73344518507929,0.9129743814323732,17.510549226033454,-1.1922026695726302,-0.9005994806428586,0.06746031746031746,100,高,可分析,未发现明显机械价格问题,0.3277891500633287,-1.5775570470817464,0.05756522744578755,demo_full_universe,0.011917869902092093,-1.2041205394747223,H股,43.3,低
AH_002768_02768,国恩股份,综合,2026-08-05,002768.SZ,02768.HK,76.78954419899844,39.049525157209466,0.9129743814323732,115.39109363365205,1.5097571605103042,0.6103221649095675,0.9642857142857143,100,高,可分析,未发现明显机械价格问题,-0.7124300515463204,2.1175737310261553,0.1046134810304693,demo_full_universe,-0.005874849677844907,1.515632010188149,H股,43.2,低
AH_601288_01288,农业银行,银行,2026-08-05,601288.SS,01288.HK,12.959973197996844,10.371551891310824,0.9129743814323732,36.86795163640353,-1.5630953560366905,-1.161145221562986,0.8888888888888888,100,高,可分析,未发现明显机械价格问题,-2.372770176702646,0.7425837655346955,0.06709105513125972,demo_full_universe,-0.504429496890964,-1.0586658591457265,A股,43.2,低
AH_601066_06066,中信建投,综合,2026-08-05,601066.SS,06066.HK,22.081015428287383,18.323970588679103,0.9129743814323732,31.9899498959032,-2.12561128409574,-1.4181279995080645,0.25,100,高,可分析,未发现明显机械价格问题,-3.2530267876772823,1.0625637827216157,0.0648517208599267,demo_full_universe,-0.005874849677844907,-2.119736434417895,A股,43.0,低
AH_002460_01772,赣锋锂业,有色与材料,2026-08-05,002460.SZ,01772.HK,43.36435234507656,35.37038323896584,0.9129743814323732,34.28716579901116,-0.6074496656181196,-0.7140648000563671,0.9761904761904762,100,高,可分析,未发现明显机械价格问题,-1.4877900902642907,0.8147404904894167,0.06559993415675436,demo_full_universe,0.40595596080414964,-1.0134056264222693,A股,42.9,低
AH_301200_03200,大族数控,科技电子,2026-08-05,301200.SZ,03200.HK,79.34116961147662,45.7590685226488,0.9129743814323732,89.91655854071237,1.9708448005331007,0.7124816104526878,0.9246031746031746,100,高,可分析,未发现明显机械价格问题,0.4113999651885294,1.467360784863061,0.09208405048151036,demo_full_universe,0.3104103425384608,1.66043445799464,H股,42.9,低
AH_601992_02009,金隅集团,有色与材料,2026-08-05,601992.SS,02009.HK,52.26979337085361,40.95844358893723,0.9129743814323732,39.78119434138645,1.4765603010838078,0.9390560616497666,0.9246031746031746,100,高,可分析,未发现明显机械价格问题,-0.3931812923842036,1.801972198807756,0.06776939466025549,demo_full_universe,0.40595596080414964,1.0706043402796581,H股,42.8,低
AH_600699_00699,均胜电子,综合,2026-08-05,600699.SS,00699.HK,56.680195745019134,35.40783627602912,0.9129743814323732,75.33691532866635,1.4013021925119062,0.5614020717671149,0.9682539682539683,100,高,可分析,未发现明显机械价格问题,-0.3305334625609575,1.646718332545241,0.08511732252762272,demo_full_universe,-0.005874849677844907,1.4071770421897511,H股,42.6,低
AH_001389_01989,广合科技,科技电子,2026-08-05,001389.SZ,01989.HK,52.214653578064826,24.89810095016009,0.9129743814323732,129.70348611935472,-1.7039766915779637,-0.7512868958559044,0.876984126984127,100,高,可分析,未发现明显机械价格问题,-1.443368590599751,-0.37298000798046377,0.11237190700225123,demo_full_universe,0.3104103425384608,-2.0143870341164245,A股,42.4,低
AH_300476_02476,胜宏科技,科技电子,2026-08-05,300476.SZ,02476.HK,77.99553977400527,41.114575273073456,0.9129743814323732,107.78556263861975,-1.231922143683576,-0.7069012336288968,0.9166666666666666,100,高,可分析,未发现明显机械价格问题,-0.7549130174737803,-0.5785832603781719,0.10157413416837595,demo_full_universe,0.3104103425384608,-1.542332486222037,A股,42.1,低
AH_600956_00956,新天绿能,能源电力,2026-08-05,600956.SS,00956.HK,52.166774947836274,29.430527479382683,0.9129743814323732,94.14998059947955,1.559990252564802,0.5808273706090803,0.9484126984126984,100,高,可分析,未发现明显机械价格问题,-1.290267899783603,2.7560088432452594,0.09424930910314562,demo_full_universe,0.104199264083352,1.45579098848145,H股,42.1,低
AH_688235_06160,百济神州,医药医疗,2026-08-05,688235.SS,06160.HK,75.06185640659257,41.64730653430376,0.9129743814323732,97.41211002499375,-1.2534739491010924,-0.807632966090521,0.9007936507936508,100,高,可分析,未发现明显机械价格问题,-1.508352865676218,0.15835524814292987,0.09652366843219558,demo_full_universe,0.23563111295013428,-1.4891050620512267,A股,42.1,低
AH_002130_09981,沃尔核材,综合,2026-08-05,002130.SZ,09981.HK,40.0132009975881,22.69156513142936,0.9129743814323732,93.14356912185649,-1.5164786702444388,-0.8243829402988334,0.8809523809523809,100,高,可分析,未发现明显机械价格问题,-1.0457432837297087,-0.5652423456996326,0.09450695918490244,demo_full_universe,-0.005874849677844907,-1.510603820566594,A股,41.6,低
AH_601888_01880,中国中免,综合,2026-08-05,601888.SS,01880.HK,40.30496527745023,29.458447028927868,0.9129743814323732,49.861512658516574,1.3066315859107789,0.6764728316976323,0.9246031746031746,100,高,可分析,未发现明显机械价格问题,0.814041421080816,0.41986683405406566,0.07272333077589721,demo_full_universe,-0.005874849677844907,1.3125064355886238,A股,41.5,低
AH_000333_00300,美的集团,消费,2026-08-05,000333.SZ,00300.HK,25.14753154460967,15.691584234430712,0.9129743814323732,75.53752791732065,1.2168743718856518,0.4819924398257586,0.9563492063492064,100,高,可分析,未发现明显机械价格问题,0.6895186904519429,0.4420960199989021,0.08525966143480683,demo_full_universe,-0.11753509257742678,1.3344094644630786,A股,41.3,低
AH_600377_00177,宁沪高速,交通运输,2026-08-05,600377.SS,00177.HK,34.42394717585617,27.05033737195713,0.9129743814323732,39.389284713531204,-0.8285484224472626,-0.6713498449731816,0.9523809523809523,100,高,可分析,未发现明显机械价格问题,-0.4978790561138311,-0.39880910438840544,0.06813973805497398,demo_full_universe,0.011917869902092093,-0.8404662923493547,A股,41.1,低
AH_601038_00038,一拖股份,综合,2026-08-05,601038.SS,00038.HK,16.021873096671726,9.273997329182157,0.9129743814323732,89.22901550232227,1.2764049863168907,0.44524456213656705,0.9603174603174603,100,高,可分析,未发现明显机械价格问题,-0.19070196434595724,1.3751883588202862,0.09191859184256164,demo_full_universe,-0.005874849677844907,1.2822798359947356,H股,41.0,低
AH_002050_02050,三花智控,综合,2026-08-05,002050.SZ,02050.HK,18.53415287261696,10.160051983306566,0.9129743814323732,99.81046001832605,-1.51385726585373,-0.8041753019703102,0.8690476190476191,100,高,可分析,未发现明显机械价格问题,-2.5859550675927636,0.9743407923034155,0.09775700943561816,demo_full_universe,-0.005874849677844907,-1.507982416175885,A股,40.9,低
